match_id,tournament_id,year,home_team_id,away_team_id,y_win,away_hist_draws,away_hist_et_matches,away_hist_et_rate,away_hist_frac_tournaments_reached_ko,away_hist_goal_diff_per_match,away_hist_goal_diff_sum,away_hist_ko_matches,away_hist_ko_win_rate_shrunk,away_hist_ko_wins,away_hist_losses,away_hist_n_matches,away_hist_n_tournaments,away_hist_pso_matches,away_hist_pso_win_rate_shrunk,away_hist_pso_wins,away_hist_tournaments_with_ko_game,away_hist_win_rate_shrunk,away_hist_wins,away_mgr_consecutive_wc_with_team,away_mgr_n_prior_wc,away_rest_days_since_prev_match,away_squad_age_max,away_squad_age_mean,away_squad_age_median,away_squad_age_min,away_squad_age_std,away_squad_n_df,away_squad_n_fw,away_squad_n_gk,away_squad_n_mf,away_squad_n_players,away_squad_prior_wc_mean,away_squad_prior_wc_median,away_squad_share_any_prior_wc,away_squad_share_ge2_prior_wc,away_squad_squad_jaccard_vs_prev_wc,away_squad_squad_overlap_count_vs_prev_wc,away_squad_year,feat_away_hist_win_rate_vs_home_conf,feat_away_is_host_nation,feat_away_manager_local,feat_away_mgr_hist_win_rate_shrunk,feat_hist_goal_diff_per_match_diff,feat_hist_win_rate_diff,feat_home_hist_win_rate_vs_away_conf,feat_home_is_host_nation,feat_home_manager_local,feat_home_mgr_hist_win_rate_shrunk,feat_rest_days_diff,feat_same_confederation,feat_squad_age_mean_diff,feat_squad_prior_wc_mean_diff,group_stage,home_hist_draws,home_hist_et_matches,home_hist_et_rate,home_hist_frac_tournaments_reached_ko,home_hist_goal_diff_per_match,home_hist_goal_diff_sum,home_hist_ko_matches,home_hist_ko_win_rate_shrunk,home_hist_ko_wins,home_hist_losses,home_hist_n_matches,home_hist_n_tournaments,home_hist_pso_matches,home_hist_pso_win_rate_shrunk,home_hist_pso_wins,home_hist_tournaments_with_ko_game,home_hist_win_rate_shrunk,home_hist_wins,home_mgr_consecutive_wc_with_team,home_mgr_n_prior_wc,home_rest_days_since_prev_match,home_squad_age_max,home_squad_age_mean,home_squad_age_median,home_squad_age_min,home_squad_age_std,home_squad_n_df,home_squad_n_fw,home_squad_n_gk,home_squad_n_mf,home_squad_n_players,home_squad_prior_wc_mean,home_squad_prior_wc_median,home_squad_share_any_prior_wc,home_squad_share_ge2_prior_wc,home_squad_squad_jaccard_vs_prev_wc,home_squad_squad_overlap_count_vs_prev_wc,home_squad_year,knockout_stage,n_referees,replay,replayed,stadium_capacity,stage_name,group_name
M-1930-11,WC-1930,1930,T-03,T-46,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,33.57700205338809,24.702661352015138,23.529089664613277,18.236824093086927,3.6887864575362452,3,8,2,4,17,0.0,0.0,0.0,0.0,,,1930,,0,1,,,0.0,,0,1,,1.0,0,0.30250323015149405,0.0,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,31.3347022587269,25.005164582166632,24.748802190280628,20.432580424366872,3.1306874160746516,5,10,2,5,22,0.0,0.0,0.0,0.0,,,1930,0,1,0,0,90000,group stage,Group 1
M-1930-12,WC-1930,1930,T-09,T-07,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,32.30116358658453,25.167522245037645,24.07939767282683,18.321697467488022,4.104113514337008,3,6,2,6,17,0.0,0.0,0.0,0.0,,,1930,,0,1,,,0.0,,0,1,,3.0,1,-0.30989048596851276,0.0,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,6.0,30.253251197809718,24.857631759069132,25.43874058863792,18.04791238877481,2.9024877096695048,5,11,2,6,24,0.0,0.0,0.0,0.0,,,1930,0,1,0,0,90000,group stage,Group 2
M-1930-13,WC-1930,1930,T-55,T-06,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,7.0,38.17385352498289,25.501368925393564,24.049281314168375,19.392197125256672,4.9699728943752195,3,6,2,5,16,0.0,0.0,0.0,0.0,,,1930,,0,1,,,0.0,,0,0,,-4.0,0,-1.054642938626511,0.0,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,29.49760438056126,24.446725986767053,24.00958247775496,19.800136892539356,3.401126771371348,4,10,2,6,22,0.0,0.0,0.0,0.0,,,1930,0,1,0,0,90000,group stage,Group 4
M-1930-14,WC-1930,1930,T-84,T-61,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,7.0,29.67008898015058,23.365548710928586,22.362765229295004,18.55441478439425,3.117747595667083,4,6,2,3,15,0.0,0.0,0.0,0.0,,,1930,,0,1,,,0.0,,1,1,,-4.0,0,3.330487627818222,0.0,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,31.6249144421629,26.696036338746808,25.653661875427787,22.05612594113621,2.7971231632856735,4,10,2,6,22,0.0,0.0,0.0,0.0,,,1930,0,1,0,0,90000,group stage,Group 3
M-1930-15,WC-1930,1930,T-03,T-13,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,33.437371663244356,26.553694297345004,26.68583162217659,20.229979466119097,3.263705178807699,4,8,2,5,19,0.0,0.0,0.0,0.0,,,1930,,0,0,,,0.0,,0,1,,0.0,1,-1.548529715178372,0.0,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,31.3347022587269,25.005164582166632,24.748802190280628,20.432580424366872,3.1306874160746516,5,10,2,5,22,0.0,0.0,0.0,0.0,,,1930,0,1,0,0,90000,group stage,Group 1
M-1930-16,WC-1930,1930,T-03,T-83,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,9.0,32.84599589322382,26.610711841204655,26.203969883641342,20.687200547570157,4.029977723903584,3,9,1,5,16,0.0,0.0,0.0,0.0,,,1930,,0,0,,,0.0,,0,1,,-5.0,0,-1.6055472590380226,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,31.3347022587269,25.005164582166632,24.748802190280628,20.432580424366872,3.1306874160746516,5,10,2,5,22,0.0,0.0,0.0,0.0,,,1930,1,1,0,0,90000,semi-finals,not applicable
M-1930-17,WC-1930,1930,T-84,T-87,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,10.0,30.527036276522928,22.067721544469943,21.472963723477072,18.54072553045859,2.80609012933219,4,7,2,4,17,0.0,0.0,0.0,0.0,,,1930,,0,1,,,0.0,,1,1,,-4.0,0,4.628314794276864,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,6.0,31.6249144421629,26.696036338746808,25.653661875427787,22.05612594113621,2.7971231632856735,4,10,2,6,22,0.0,0.0,0.0,0.0,,,1930,1,1,0,0,90000,semi-finals,not applicable
M-1930-18,WC-1930,1930,T-84,T-03,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,31.3347022587269,25.005164582166632,24.748802190280628,20.432580424366872,3.1306874160746516,5,10,2,5,22,0.0,0.0,0.0,0.0,,,1930,,0,1,,,0.0,,1,1,,-1.0,1,1.6908717565801759,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,31.6249144421629,26.696036338746808,25.653661875427787,22.05612594113621,2.7971231632856735,4,10,2,6,22,0.0,0.0,0.0,0.0,,,1930,1,1,0,0,90000,final,not applicable
M-1934-01,WC-1934,1934,T-05,T-30,1,0,0,0.0,0.0,0.3333333333333333,1.0,0,0.5,0,2,3,1,0,,0,0,0.42857142857142855,1,1,0,,29.242984257357975,24.534378694542966,25.17453798767967,19.94524298425736,2.8820400472300216,4,9,3,7,22,0.2727272727272727,0.0,0.2727272727272727,0.0,0.1875,6.0,1934,,0,0,,,0.07142857142857145,,0,1,,,1,1.6358658453114323,-0.2727272727272727,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,31.537303216974674,26.170244539854398,26.210814510609172,20.66803559206023,3.381512358981476,4,11,3,4,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,28000,round of 16,not applicable
M-1934-02,WC-1934,1934,T-21,T-61,1,0,0,0.0,0.0,-1.0,-2.0,0,0.5,0,1,2,1,0,,0,0,0.5,1,2,1,,28.788501026694046,24.34932487088545,23.912388774811774,20.591375770020534,2.3086011078272306,5,9,3,5,22,0.09090909090909091,0.0,0.09090909090909091,0.0,0.05714285714285714,2.0,1934,,0,1,0.5,,0.0,,0,1,,,1,1.353369423184617,-0.09090909090909091,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,32.33949349760438,25.702694294070067,25.70841889117043,19.482546201232033,3.356605268038245,4,9,2,7,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,8000,round of 16,not applicable
M-1934-03,WC-1934,1934,T-31,T-06,1,0,0,0.0,0.0,-2.0,-4.0,0,0.5,0,2,2,1,0,,0,0,0.3333333333333333,0,2,1,,31.449691991786448,24.89204156555286,25.190965092402465,19.994524298425734,3.0220242278414156,3,9,2,8,22,0.18181818181818182,0.0,0.18181818181818182,0.0,0.11764705882352941,4.0,1934,,0,1,0.3333333333333333,,0.16666666666666669,,0,1,,,1,-0.44129176778046997,-0.18181818181818182,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,34.39835728952772,24.45074979777239,24.338124572210816,19.54277891854894,3.2031927700938,5,9,3,5,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,47000,round of 16,not applicable
M-1934-04,WC-1934,1934,T-36,T-26,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,29.30321697467488,24.409203390722897,24.591375770020534,19.81656399726215,2.8734698602369124,3,8,2,7,20,0.0,0.0,0.0,0.0,,,1934,,0,0,,,0.0,,0,1,,,0,0.6329221770700251,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,31.616700889801507,25.042125567792922,24.50650239561944,21.22655715263518,2.87841548050905,5,9,2,7,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,40000,round of 16,not applicable
M-1934-05,WC-1934,1934,T-41,T-83,1,0,0,0.0,1.0,0.3333333333333333,1.0,1,0.4,0,1,3,1,0,,0,1,0.5714285714285714,2,1,0,,36.71731690622861,28.056639288158795,27.76454483230664,17.760438056125942,4.830342455866184,5,7,1,8,19,0.21052631578947367,0.0,0.21052631578947367,0.0,0.12903225806451613,4.0,1934,0.6,0,1,,,-0.0714285714285714,,1,1,,,0,0.08635119158733318,-0.11961722488038276,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,33.0321697467488,28.14299047974613,28.514715947980832,20.142368240930868,3.4545120358089614,4,8,3,7,22,0.09090909090909091,0.0,0.09090909090909091,0.0,,,1934,1,1,0,0,47000,round of 16,not applicable
M-1934-06,WC-1934,1934,T-73,T-09,1,0,0,0.0,0.0,1.5,3.0,0,0.5,0,1,2,1,0,,0,0,0.5,1,1,0,,30.17385352498289,24.009366331640187,23.444216290212182,20.720054757015742,2.6183263300280384,3,8,2,6,19,0.10526315789473684,0.0,0.10526315789473684,0.0,0.04878048780487805,2.0,1934,0.4,0,1,,,0.0,,0,1,,,0,1.5478485274227225,-0.10526315789473684,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,33.34428473648186,25.55721485906291,25.589322381930184,21.555099247091032,3.199879619642877,3,8,2,9,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,37000,round of 16,not applicable
M-1934-07,WC-1934,1934,T-74,T-03,1,0,0,0.0,1.0,1.8,9.0,2,0.5,1,1,5,1,0,,0,1,0.6666666666666666,4,1,0,,28.618754277891856,23.947296372347704,23.516769336071185,19.184120465434635,2.719713709933116,4,7,2,5,18,0.0,0.0,0.0,0.0,0.0,0.0,1934,0.6,0,0,,,-0.16666666666666663,,0,1,,,0,3.199406798996119,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,32.01368925393566,27.146703171343823,27.575633127994525,22.146475017111566,2.4668523801834876,3,11,3,6,23,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,50000,round of 16,not applicable
M-1934-08,WC-1934,1934,T-75,T-48,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,31.340177960301162,25.174911330968825,23.917864476386036,19.077344284736483,3.809564367998413,3,11,3,5,22,0.0,0.0,0.0,0.0,,,1934,,0,0,,,0.0,,0,1,,,1,-0.3432131029667005,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,33.667351129363446,24.831698228002125,24.646132785763175,19.54277891854894,3.7888278291801156,5,10,3,5,23,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,75000,round of 16,not applicable
M-1934-09,WC-1934,1934,T-05,T-36,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,31.616700889801507,25.042125567792922,24.50650239561944,21.22655715263518,2.87841548050905,5,9,2,7,22,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,0,1,,0.0,1,1.1281189720614755,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,31.537303216974674,26.170244539854398,26.210814510609172,20.66803559206023,3.381512358981476,4,11,3,4,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,50000,quarter-finals,not applicable
M-1934-10,WC-1934,1934,T-21,T-75,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,33.667351129363446,24.831698228002125,24.646132785763175,19.54277891854894,3.7888278291801156,5,10,3,5,23,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,0,1,,0.0,1,0.8709960660679421,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,32.33949349760438,25.702694294070067,25.70841889117043,19.482546201232033,3.356605268038245,4,9,2,7,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,28000,quarter-finals,not applicable
M-1934-11,WC-1934,1934,T-31,T-74,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,32.01368925393566,27.146703171343823,27.575633127994525,22.146475017111566,2.4668523801834876,3,11,3,6,23,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,0,1,,0.0,1,-2.6959533735714345,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,34.39835728952772,24.45074979777239,24.338124572210816,19.54277891854894,3.2031927700938,5,9,3,5,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,75000,quarter-finals,not applicable
M-1934-12,WC-1934,1934,T-41,T-73,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,33.34428473648186,25.55721485906291,25.589322381930184,21.555099247091032,3.199879619642877,3,8,2,9,22,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,1,1,,0.0,1,2.5857756206832185,0.09090909090909091,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,33.0321697467488,28.14299047974613,28.514715947980832,20.142368240930868,3.4545120358089614,4,8,3,7,22,0.09090909090909091,0.0,0.09090909090909091,0.0,,,1934,1,1,0,1,47000,quarter-finals,not applicable
M-1934-13,WC-1934,1934,T-41,T-73,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,1.0,33.34428473648186,25.55721485906291,25.589322381930184,21.555099247091032,3.199879619642877,3,8,2,9,22,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,1,1,,0.0,1,2.5857756206832185,0.09090909090909091,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,1.0,33.0321697467488,28.14299047974613,28.514715947980832,20.142368240930868,3.4545120358089614,4,8,3,7,22,0.09090909090909091,0.0,0.09090909090909091,0.0,,,1934,1,1,1,0,47000,quarter-finals,not applicable
M-1934-14,WC-1934,1934,T-21,T-31,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,34.39835728952772,24.45074979777239,24.338124572210816,19.54277891854894,3.2031927700938,5,9,3,5,22,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,0,1,,0.0,1,1.2519444962976785,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,32.33949349760438,25.702694294070067,25.70841889117043,19.482546201232033,3.356605268038245,4,9,2,7,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,47000,semi-finals,not applicable
M-1934-15,WC-1934,1934,T-41,T-05,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,3.0,31.537303216974674,26.170244539854398,26.210814510609172,20.66803559206023,3.381512358981476,4,11,3,4,22,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,1,1,,-1.0,1,1.9727459398917304,0.09090909090909091,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,2.0,33.0321697467488,28.14299047974613,28.514715947980832,20.142368240930868,3.4545120358089614,4,8,3,7,22,0.09090909090909091,0.0,0.09090909090909091,0.0,,,1934,1,1,0,0,75000,semi-finals,not applicable
M-1934-16,WC-1934,1934,T-31,T-05,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,31.537303216974674,26.170244539854398,26.210814510609172,20.66803559206023,3.381512358981476,4,11,3,4,22,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,0,1,,0.0,1,-1.7194947420820093,0.0,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,4.0,34.39835728952772,24.45074979777239,24.338124572210816,19.54277891854894,3.2031927700938,5,9,3,5,22,0.0,0.0,0.0,0.0,,,1934,1,1,0,0,40000,third-place match,not applicable
M-1934-17,WC-1934,1934,T-41,T-21,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,7.0,32.33949349760438,25.702694294070067,25.70841889117043,19.482546201232033,3.356605268038245,4,9,2,7,22,0.0,0.0,0.0,0.0,,,1934,,0,1,,,0.0,,1,1,,0.0,1,2.440296185676061,0.09090909090909091,0,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,7.0,33.0321697467488,28.14299047974613,28.514715947980832,20.142368240930868,3.4545120358089614,4,8,3,7,22,0.09090909090909091,0.0,0.09090909090909091,0.0,,,1934,1,1,0,0,47000,final,not applicable
