match_id,tournament_id,year,home_team_id,away_team_id,y_win,away_hist_draws,away_hist_et_matches,away_hist_et_rate,away_hist_frac_tournaments_reached_ko,away_hist_goal_diff_per_match,away_hist_goal_diff_sum,away_hist_ko_matches,away_hist_ko_win_rate_shrunk,away_hist_ko_wins,away_hist_losses,away_hist_n_matches,away_hist_n_tournaments,away_hist_pso_matches,away_hist_pso_win_rate_shrunk,away_hist_pso_wins,away_hist_tournaments_with_ko_game,away_hist_win_rate_shrunk,away_hist_wins,away_mgr_consecutive_wc_with_team,away_mgr_n_prior_wc,away_rest_days_since_prev_match,away_squad_age_max,away_squad_age_mean,away_squad_age_median,away_squad_age_min,away_squad_age_std,away_squad_n_df,away_squad_n_fw,away_squad_n_gk,away_squad_n_mf,away_squad_n_players,away_squad_prior_wc_mean,away_squad_prior_wc_median,away_squad_share_any_prior_wc,away_squad_share_ge2_prior_wc,away_squad_squad_jaccard_vs_prev_wc,away_squad_squad_overlap_count_vs_prev_wc,away_squad_year,feat_away_hist_win_rate_vs_home_conf,feat_away_is_host_nation,feat_away_manager_local,feat_away_mgr_hist_win_rate_shrunk,feat_hist_goal_diff_per_match_diff,feat_hist_win_rate_diff,feat_home_hist_win_rate_vs_away_conf,feat_home_is_host_nation,feat_home_manager_local,feat_home_mgr_hist_win_rate_shrunk,feat_rest_days_diff,feat_same_confederation,feat_squad_age_mean_diff,feat_squad_prior_wc_mean_diff,group_stage,home_hist_draws,home_hist_et_matches,home_hist_et_rate,home_hist_frac_tournaments_reached_ko,home_hist_goal_diff_per_match,home_hist_goal_diff_sum,home_hist_ko_matches,home_hist_ko_win_rate_shrunk,home_hist_ko_wins,home_hist_losses,home_hist_n_matches,home_hist_n_tournaments,home_hist_pso_matches,home_hist_pso_win_rate_shrunk,home_hist_pso_wins,home_hist_tournaments_with_ko_game,home_hist_win_rate_shrunk,home_hist_wins,home_mgr_consecutive_wc_with_team,home_mgr_n_prior_wc,home_rest_days_since_prev_match,home_squad_age_max,home_squad_age_mean,home_squad_age_median,home_squad_age_min,home_squad_age_std,home_squad_n_df,home_squad_n_fw,home_squad_n_gk,home_squad_n_mf,home_squad_n_players,home_squad_prior_wc_mean,home_squad_prior_wc_median,home_squad_share_any_prior_wc,home_squad_share_ge2_prior_wc,home_squad_squad_jaccard_vs_prev_wc,home_squad_squad_overlap_count_vs_prev_wc,home_squad_year,knockout_stage,n_referees,replay,replayed,stadium_capacity,stage_name,group_name,home_elo_rating,home_elo_rank,away_elo_rating,away_elo_rank,feat_elo_rating_diff,home_fifa_rank,home_fifa_points,away_fifa_rank,away_fifa_points,feat_fifa_rank_diff,feat_fifa_points_diff
M-2006-11,WC-2006,2006,T-41,T-32,1,1,0,0.0,0.0,-2.0,-12.0,0,0.5,0,4,6,2,0,,0,0,0.3,1,1,0,,31.000684462696785,25.146921405826863,24.982888432580424,20.188911704312115,2.9553665282458565,10,5,3,7,23,0.0,0.0,0.0,0.0,0.0,0.0,2006,0.3333333333333333,0,0,,2.5974025974025974,0.2432098765432098,0.625,0,1,,,0,3.5694432044757853,0.6086956521739131,1,15,10,0.1298701298701298,0.6470588235294118,0.5974025974025974,46.0,28,0.65625,19,20,77,17,3,0.2857142857142857,0,11,0.5432098765432098,42,1,0,,36.309377138945926,28.716364610302648,28.725530458590008,22.87748117727584,3.294203060195411,8,6,3,6,23,0.6086956521739131,0.0,0.391304347826087,0.217391304347826,0.2432432432432432,9.0,2006,0,1,0,0,60000,group stage,Group E,1941.0,7.0,1605.0,57.0,336.0,13.0,728.0,48.0,600.0,35.0,128.0
M-2006-12,WC-2006,2006,T-71,T-77,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,32.799452429842574,25.95292087016039,26.420260095824776,18.43668720054757,3.277814336952903,7,5,3,8,23,0.0,0.0,0.0,0.0,,,2006,,0,0,,,-0.2857142857142857,,0,0,0.5555555555555556,,0,0.5363806802964106,0.4782608695652174,1,5,2,0.0833333333333333,0.1428571428571428,-1.6666666666666667,-40.0,4,0.5,2,15,24,7,1,0.6,1,1,0.2142857142857142,4,1,1,,35.20602327173169,26.489301550456805,26.04791238877481,20.914442162902123,3.9328420178080266,8,6,3,7,23,0.4782608695652174,0.0,0.4347826086956521,0.0434782608695652,0.0,0.0,2006,0,1,0,0,62000,group stage,Group G,1688.0,44.0,1588.0,62.0,100.0,29.0,677.0,61.0,569.0,32.0,108.0
M-2006-13,WC-2006,2006,T-30,T-75,0,3,1,0.0454545454545454,0.5714285714285714,-0.8181818181818182,-18.0,7,0.3636363636363636,2,13,22,7,0,,0,4,0.3076923076923077,6,1,0,,35.41683778234086,25.64140106538107,25.51403148528405,19.38945927446954,3.9674811471752904,8,4,3,8,23,0.0,0.0,0.0,0.0,0.0,0.0,2006,0.35,0,1,,1.3288201160541586,0.2021116138763197,0.4838709677419355,0,1,,,1,3.4955212332232186,0.7391304347826086,1,5,6,0.1276595744680851,0.5,0.5106382978723404,24.0,16,0.6,10,18,47,12,3,0.5714285714285714,2,6,0.5098039215686274,24,1,0,,34.94866529774127,29.13692229860429,28.810403832991103,23.173169062286107,3.397754977144656,8,5,3,7,23,0.7391304347826086,0.0,0.4782608695652174,0.2608695652173913,0.0,0.0,2006,0,1,0,0,72000,group stage,Group G,1974.0,3.0,1780.0,25.0,194.0,8.0,749.0,35.0,648.0,27.0,101.0
M-2006-14,WC-2006,2006,T-09,T-18,1,0,0,0.0,0.5,0.5,5.0,4,0.625,3,4,10,2,0,,0,1,0.5714285714285714,6,1,0,,34.65023956194388,27.969407493378565,27.64955509924709,20.747433264887064,3.2878348268519058,8,5,3,10,23,0.6086956521739131,1.0,0.5217391304347826,0.0869565217391304,0.3142857142857143,11.0,2006,0.3333333333333333,0,1,,0.5679611650485437,0.1014686248331108,0.6233766233766234,0,1,0.4,,0,0.7825491771568025,0.1739130434782608,1,13,7,0.0679611650485436,0.7142857142857143,1.0679611650485437,110.0,37,0.7073170731707317,27,20,103,21,4,0.625,3,15,0.6728971962616822,70,1,3,,36.00547570157426,28.751956670535368,29.67008898015058,22.3709787816564,3.6217672553864326,8,4,3,8,23,0.782608695652174,1.0,0.5217391304347826,0.1739130434782608,0.0,0.0,2006,0,1,0,0,86000,group stage,Group F,2028.0,1.0,1863.0,13.0,165.0,1.0,827.0,23.0,686.0,22.0,141.0
M-2006-15,WC-2006,2006,T-73,T-81,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,0,,33.492128678986994,26.441329643186616,27.195071868583163,19.586584531143053,3.974666457733167,7,6,3,7,23,0.0,0.0,0.0,0.0,,,2006,,0,1,,,-0.0510204081632653,0.4642857142857143,0,1,,,1,-0.2783084843615206,0.391304347826087,1,9,5,0.1111111111111111,0.4545454545454545,0.4,18.0,10,0.4285714285714285,4,16,45,11,3,0.4285714285714285,1,5,0.4489795918367347,20,1,0,,36.473648186173854,26.163021158825096,25.05407255304586,19.09924709103354,3.883887047110288,8,3,3,9,23,0.391304347826087,0.0,0.3043478260869565,0.0869565217391304,0.15,6.0,2006,0,1,0,0,43000,group stage,Group H,1958.0,6.0,1775.0,27.0,183.0,5.0,756.0,45.0,609.0,40.0,147.0
M-2006-16,WC-2006,2006,T-79,T-63,0,1,0,0.0,0.3333333333333333,-1.8,-18.0,1,0.4,0,7,10,3,0,,0,1,0.2857142857142857,2,1,0,,33.8507871321013,26.92307234473112,26.11088295687885,19.10198494182067,3.6885662788596494,9,4,3,8,23,0.7391304347826086,0.0,0.4782608695652174,0.1739130434782608,0.3142857142857143,11.0,2006,0.4285714285714285,0,0,,1.1333333333333333,-0.0549450549450549,0.4,0,0,0.2857142857142857,,0,0.5040026188138,-0.3043478260869565,1,3,0,0.0,0.0,-0.6666666666666666,-6.0,0,0.5,0,5,9,3,0,,0,0,0.2307692307692307,1,1,1,,40.15605749486653,27.42707496354492,27.529089664613277,19.76728268309377,4.615612302386708,8,5,3,7,23,0.4347826086956521,0.0,0.2608695652173913,0.1739130434782608,0.15,6.0,2006,0,1,0,0,66000,group stage,Group H,1716.0,38.0,1608.0,56.0,108.0,21.0,693.0,34.0,651.0,13.0,42.0
M-2006-17,WC-2006,2006,T-31,T-57,1,5,1,0.0357142857142857,0.6666666666666666,0.2142857142857142,6.0,5,0.4444444444444444,2,9,28,6,0,,0,4,0.5,14,1,0,5.0,33.210130047912386,27.14460018450734,27.405886379192335,21.14168377823409,3.024135573682397,7,5,3,8,23,0.1739130434782608,0.0,0.1739130434782608,0.0,0.0952380952380952,4.0,2006,0.4705882352941176,0,1,,0.9412698412698411,0.1326530612244898,0.44,1,1,,0.0,1,-0.3017587715382532,0.3913043478260869,1,6,3,0.0666666666666666,1.0,1.1555555555555554,52.0,24,0.5714285714285714,14,10,45,9,0,,0,9,0.6326530612244898,29,1,0,5.0,36.982888432580424,26.842841412969086,26.31895961670089,20.594113620807665,4.928347716731898,8,5,3,9,23,0.5652173913043478,0.0,0.4347826086956521,0.0869565217391304,0.0,0.0,2006,0,1,0,0,65000,group stage,Group A,1893.0,11.0,1847.0,15.0,46.0,19.0,696.0,29.0,677.0,10.0,19.0
M-2006-18,WC-2006,2006,T-25,T-17,1,1,0,0.0,0.5,-0.4285714285714285,-3.0,1,0.4,0,3,7,2,0,,0,1,0.4545454545454545,3,2,1,6.0,35.58384668035592,27.867868940273183,28.438056125941134,21.440109514031484,4.03887256951932,8,5,3,7,23,0.391304347826087,0.0,0.391304347826087,0.0,0.2432432432432432,9.0,2006,0.3333333333333333,0,1,0.4285714285714285,-0.238095238095238,-0.0259740259740259,0.4,0,0,,0.0,0,-0.951462667023776,0.0,1,0,0,0.0,0.0,-0.6666666666666666,-2.0,0,0.5,0,2,3,1,0,,0,0,0.4285714285714285,1,1,0,6.0,34.69952087611225,26.916406273249407,27.071868583162217,20.10677618069815,3.691710968321284,8,6,3,8,23,0.391304347826087,0.0,0.391304347826087,0.0,0.2432432432432432,9.0,2006,0,1,0,0,61000,group stage,Group A,1714.0,40.0,1732.0,34.0,-18.0,39.0,631.0,26.0,683.0,-13.0,-52.0
M-2006-19,WC-2006,2006,T-28,T-78,1,0,0,,,,0.0,0,0.5,0,0,0,0,0,,0,0,0.5,0,1,1,5.0,37.8507871321013,29.54831413861858,29.607118412046542,21.675564681724847,4.664621399689899,7,6,3,7,23,0.0,0.0,0.0,0.0,,,2006,,0,0,0.25,,-0.0517241379310344,0.5714285714285714,0,0,0.4444444444444444,0.0,0,-3.7647829062881297,0.6086956521739131,1,13,7,0.1296296296296296,0.75,0.3703703703703703,20.0,16,0.45,7,17,54,12,2,0.3333333333333333,0,9,0.4482758620689655,24,2,1,5.0,35.854893908282,25.78353123233045,25.50308008213552,17.232032854209447,4.28870280622066,7,4,3,9,23,0.6086956521739131,0.0,0.4347826086956521,0.1739130434782608,0.2432432432432432,9.0,2006,0,1,0,0,41000,group stage,Group B,1964.0,5.0,1578.0,66.0,386.0,10.0,741.0,47.0,604.0,37.0,137.0
M-2006-20,WC-2006,2006,T-74,T-55,1,7,1,0.0526315789473684,0.5,-0.4736842105263157,-9.0,3,0.2857142857142857,0,7,19,6,0,,0,3,0.3043478260869565,5,1,0,5.0,35.30732375085558,27.15495640270214,26.412046543463383,18.223134839151268,4.252971199847399,8,5,3,8,23,0.6086956521739131,0.0,0.4347826086956521,0.1739130434782608,0.2777777777777778,10.0,2006,0.2777777777777778,0,0,,0.8446519524617997,0.150197628458498,0.35,0,1,0.375,0.0,0,0.8788501026694071,0.0434782608695651,1,10,4,0.064516129032258,0.6428571428571429,0.3709677419354839,23.0,21,0.52,11,24,62,14,2,0.5,1,9,0.4545454545454545,28,2,1,5.0,34.718685831622174,28.033806505371548,27.958932238193015,22.217659137577,3.8111651457602287,7,5,3,8,23,0.6521739130434783,1.0,0.5652173913043478,0.0869565217391304,0.0,0.0,2006,0,1,0,0,86000,group stage,Group B,1903.0,10.0,1777.0,26.0,126.0,16.0,709.0,33.0,653.0,17.0,56.0
