match_id,tournament_id,team_id_home,team_name_home,team_code_home,goals_for_home,goals_against_home,goal_differential_home,win_home,draw_home,lose_home,extra_time_home,penalty_shootout_home,penalties_for_home,penalties_against_home,team_id_away,team_name_away,team_code_away,goals_for_away,goals_against_away,goal_differential_away,win_away,draw_away,lose_away,extra_time_away,penalty_shootout_away,penalties_for_away,penalties_against_away,year,stage_name,group_name,group_stage,knockout_stage,match_date,result_home
M-2018-60,WC-2018,T-62,Russia,RUS,2,2,0,0,0,1,1,1,3,4,T-18,Croatia,HRV,2,2,0,1,0,0,1,1,4,3,2018,quarter-finals,not applicable,0,1,2018-07-07,L
M-2018-61,WC-2018,T-30,France,FRA,1,0,1,1,0,0,0,0,0,0,T-06,Belgium,BEL,0,1,-1,0,0,1,0,0,0,0,2018,semi-finals,not applicable,0,1,2018-07-10,W
M-2018-62,WC-2018,T-18,Croatia,HRV,2,1,1,1,0,0,1,0,0,0,T-28,England,ENG,1,2,-1,0,0,1,1,0,0,0,2018,semi-finals,not applicable,0,1,2018-07-11,W
M-2018-63,WC-2018,T-06,Belgium,BEL,2,0,2,1,0,0,0,0,0,0,T-28,England,ENG,0,2,-2,0,0,1,0,0,0,0,2018,third-place match,not applicable,0,1,2018-07-14,W
M-2018-64,WC-2018,T-30,France,FRA,4,2,2,1,0,0,0,0,0,0,T-18,Croatia,HRV,2,4,-2,0,0,1,0,0,0,0,2018,final,not applicable,0,1,2018-07-15,W
M-2019-01,WC-2019,T-30,France,FRA,4,0,4,1,0,0,0,0,0,0,T-71,South Korea,KOR,0,4,-4,0,0,1,0,0,0,0,2019,group stage,Group A,1,0,2019-06-07,W
M-2019-02,WC-2019,T-31,Germany,DEU,1,0,1,1,0,0,0,0,0,0,T-14,China,CHN,0,1,-1,0,0,1,0,0,0,0,2019,group stage,Group B,1,0,2019-06-08,W
M-2019-03,WC-2019,T-73,Spain,ESP,3,1,2,1,0,0,0,0,0,0,T-70,South Africa,ZAF,1,3,-2,0,0,1,0,0,0,0,2019,group stage,Group B,1,0,2019-06-08,W
M-2019-04,WC-2019,T-53,Norway,NOR,3,0,3,1,0,0,0,0,0,0,T-50,Nigeria,NGA,0,3,-3,0,0,1,0,0,0,0,2019,group stage,Group A,1,0,2019-06-08,W
M-2019-05,WC-2019,T-04,Australia,AUS,1,2,-1,0,0,1,0,0,0,0,T-41,Italy,ITA,2,1,1,1,0,0,0,0,0,0,2019,group stage,Group C,1,0,2019-06-09,L
M-2019-06,WC-2019,T-09,Brazil,BRA,3,0,3,1,0,0,0,0,0,0,T-43,Jamaica,JAM,0,3,-3,0,0,1,0,0,0,0,2019,group stage,Group C,1,0,2019-06-09,W
M-2019-07,WC-2019,T-28,England,ENG,2,1,1,1,0,0,0,0,0,0,T-64,Scotland,SCO,1,2,-1,0,0,1,0,0,0,0,2019,group stage,Group D,1,0,2019-06-09,W
