match_id,tournament_id,team_id_home,team_name_home,team_code_home,goals_for_home,goals_against_home,goal_differential_home,win_home,draw_home,lose_home,extra_time_home,penalty_shootout_home,penalties_for_home,penalties_against_home,team_id_away,team_name_away,team_code_away,goals_for_away,goals_against_away,goal_differential_away,win_away,draw_away,lose_away,extra_time_away,penalty_shootout_away,penalties_for_away,penalties_against_away,year,stage_name,group_name,group_stage,knockout_stage,match_date,result_home
M-2019-08,WC-2019,T-03,Argentina,ARG,0,0,0,0,1,0,0,0,0,0,T-44,Japan,JPN,0,0,0,0,1,0,0,0,0,0,2019,group stage,Group D,1,0,2019-06-10,D
M-2019-09,WC-2019,T-12,Canada,CAN,1,0,1,1,0,0,0,0,0,0,T-11,Cameroon,CMR,0,1,-1,0,0,1,0,0,0,0,2019,group stage,Group E,1,0,2019-06-10,W
M-2019-10,WC-2019,T-49,New Zealand,NZL,0,1,-1,0,0,1,0,0,0,0,T-48,Netherlands,NLD,1,0,1,1,0,0,0,0,0,0,2019,group stage,Group E,1,0,2019-06-11,L
M-2019-11,WC-2019,T-13,Chile,CHL,0,2,-2,0,0,1,0,0,0,0,T-74,Sweden,SWE,2,0,2,1,0,0,0,0,0,0,2019,group stage,Group F,1,0,2019-06-11,L
M-2019-12,WC-2019,T-83,United States,USA,13,0,13,1,0,0,0,0,0,0,T-76,Thailand,THA,0,13,-13,0,0,1,0,0,0,0,2019,group stage,Group F,1,0,2019-06-11,W
M-2019-13,WC-2019,T-50,Nigeria,NGA,2,0,2,1,0,0,0,0,0,0,T-71,South Korea,KOR,0,2,-2,0,0,1,0,0,0,0,2019,group stage,Group A,1,0,2019-06-12,W
M-2019-14,WC-2019,T-31,Germany,DEU,1,0,1,1,0,0,0,0,0,0,T-73,Spain,ESP,0,1,-1,0,0,1,0,0,0,0,2019,group stage,Group B,1,0,2019-06-12,W
M-2019-15,WC-2019,T-30,France,FRA,2,1,1,1,0,0,0,0,0,0,T-53,Norway,NOR,1,2,-1,0,0,1,0,0,0,0,2019,group stage,Group A,1,0,2019-06-12,W
M-2019-16,WC-2019,T-04,Australia,AUS,3,2,1,1,0,0,0,0,0,0,T-09,Brazil,BRA,2,3,-1,0,0,1,0,0,0,0,2019,group stage,Group C,1,0,2019-06-13,W
M-2019-17,WC-2019,T-70,South Africa,ZAF,0,1,-1,0,0,1,0,0,0,0,T-14,China,CHN,1,0,1,1,0,0,0,0,0,0,2019,group stage,Group B,1,0,2019-06-13,L
M-2019-18,WC-2019,T-44,Japan,JPN,2,1,1,1,0,0,0,0,0,0,T-64,Scotland,SCO,1,2,-1,0,0,1,0,0,0,0,2019,group stage,Group D,1,0,2019-06-14,W
M-2019-19,WC-2019,T-43,Jamaica,JAM,0,5,-5,0,0,1,0,0,0,0,T-41,Italy,ITA,5,0,5,1,0,0,0,0,0,0,2019,group stage,Group C,1,0,2019-06-14,L
M-2019-20,WC-2019,T-28,England,ENG,1,0,1,1,0,0,0,0,0,0,T-03,Argentina,ARG,0,1,-1,0,0,1,0,0,0,0,2019,group stage,Group D,1,0,2019-06-14,W
M-2019-21,WC-2019,T-48,Netherlands,NLD,3,1,2,1,0,0,0,0,0,0,T-11,Cameroon,CMR,1,3,-2,0,0,1,0,0,0,0,2019,group stage,Group E,1,0,2019-06-15,W
M-2019-22,WC-2019,T-12,Canada,CAN,2,0,2,1,0,0,0,0,0,0,T-49,New Zealand,NZL,0,2,-2,0,0,1,0,0,0,0,2019,group stage,Group E,1,0,2019-06-15,W
M-2019-23,WC-2019,T-74,Sweden,SWE,5,1,4,1,0,0,0,0,0,0,T-76,Thailand,THA,1,5,-4,0,0,1,0,0,0,0,2019,group stage,Group F,1,0,2019-06-16,W
M-2019-24,WC-2019,T-83,United States,USA,3,0,3,1,0,0,0,0,0,0,T-13,Chile,CHL,0,3,-3,0,0,1,0,0,0,0,2019,group stage,Group F,1,0,2019-06-16,W
M-2019-25,WC-2019,T-14,China,CHN,0,0,0,0,1,0,0,0,0,0,T-73,Spain,ESP,0,0,0,0,1,0,0,0,0,0,2019,group stage,Group B,1,0,2019-06-17,D
M-2019-26,WC-2019,T-70,South Africa,ZAF,0,4,-4,0,0,1,0,0,0,0,T-31,Germany,DEU,4,0,4,1,0,0,0,0,0,0,2019,group stage,Group B,1,0,2019-06-17,L
M-2019-27,WC-2019,T-50,Nigeria,NGA,0,1,-1,0,0,1,0,0,0,0,T-30,France,FRA,1,0,1,1,0,0,0,0,0,0,2019,group stage,Group A,1,0,2019-06-17,L
M-2019-28,WC-2019,T-71,South Korea,KOR,1,2,-1,0,0,1,0,0,0,0,T-53,Norway,NOR,2,1,1,1,0,0,0,0,0,0,2019,group stage,Group A,1,0,2019-06-17,L
M-2019-29,WC-2019,T-41,Italy,ITA,0,1,-1,0,0,1,0,0,0,0,T-09,Brazil,BRA,1,0,1,1,0,0,0,0,0,0,2019,group stage,Group C,1,0,2019-06-18,L
M-2019-30,WC-2019,T-43,Jamaica,JAM,1,4,-3,0,0,1,0,0,0,0,T-04,Australia,AUS,4,1,3,1,0,0,0,0,0,0,2019,group stage,Group C,1,0,2019-06-18,L
M-2019-31,WC-2019,T-44,Japan,JPN,0,2,-2,0,0,1,0,0,0,0,T-28,England,ENG,2,0,2,1,0,0,0,0,0,0,2019,group stage,Group D,1,0,2019-06-19,L
M-2019-32,WC-2019,T-64,Scotland,SCO,3,3,0,0,1,0,0,0,0,0,T-03,Argentina,ARG,3,3,0,0,1,0,0,0,0,0,2019,group stage,Group D,1,0,2019-06-19,D
M-2019-33,WC-2019,T-11,Cameroon,CMR,2,1,1,1,0,0,0,0,0,0,T-49,New Zealand,NZL,1,2,-1,0,0,1,0,0,0,0,2019,group stage,Group E,1,0,2019-06-20,W
M-2019-34,WC-2019,T-48,Netherlands,NLD,2,1,1,1,0,0,0,0,0,0,T-12,Canada,CAN,1,2,-1,0,0,1,0,0,0,0,2019,group stage,Group E,1,0,2019-06-20,W
M-2019-35,WC-2019,T-74,Sweden,SWE,0,2,-2,0,0,1,0,0,0,0,T-83,United States,USA,2,0,2,1,0,0,0,0,0,0,2019,group stage,Group F,1,0,2019-06-20,L
M-2019-36,WC-2019,T-76,Thailand,THA,0,2,-2,0,0,1,0,0,0,0,T-13,Chile,CHL,2,0,2,1,0,0,0,0,0,0,2019,group stage,Group F,1,0,2019-06-20,L
M-2019-37,WC-2019,T-31,Germany,DEU,3,0,3,1,0,0,0,0,0,0,T-50,Nigeria,NGA,0,3,-3,0,0,1,0,0,0,0,2019,round of 16,not applicable,0,1,2019-06-22,W
M-2019-38,WC-2019,T-53,Norway,NOR,1,1,0,1,0,0,1,1,4,1,T-04,Australia,AUS,1,1,0,0,0,1,1,1,1,4,2019,round of 16,not applicable,0,1,2019-06-22,W
M-2019-39,WC-2019,T-28,England,ENG,3,0,3,1,0,0,0,0,0,0,T-11,Cameroon,CMR,0,3,-3,0,0,1,0,0,0,0,2019,round of 16,not applicable,0,1,2019-06-23,W
M-2019-40,WC-2019,T-30,France,FRA,2,1,1,1,0,0,1,0,0,0,T-09,Brazil,BRA,1,2,-1,0,0,1,1,0,0,0,2019,round of 16,not applicable,0,1,2019-06-23,W
M-2019-41,WC-2019,T-73,Spain,ESP,1,2,-1,0,0,1,0,0,0,0,T-83,United States,USA,2,1,1,1,0,0,0,0,0,0,2019,round of 16,not applicable,0,1,2019-06-24,L
M-2019-42,WC-2019,T-74,Sweden,SWE,1,0,1,1,0,0,0,0,0,0,T-12,Canada,CAN,0,1,-1,0,0,1,0,0,0,0,2019,round of 16,not applicable,0,1,2019-06-24,W
M-2019-43,WC-2019,T-41,Italy,ITA,2,0,2,1,0,0,0,0,0,0,T-14,China,CHN,0,2,-2,0,0,1,0,0,0,0,2019,round of 16,not applicable,0,1,2019-06-25,W
M-2019-44,WC-2019,T-48,Netherlands,NLD,2,1,1,1,0,0,0,0,0,0,T-44,Japan,JPN,1,2,-1,0,0,1,0,0,0,0,2019,round of 16,not applicable,0,1,2019-06-25,W
M-2019-45,WC-2019,T-53,Norway,NOR,0,3,-3,0,0,1,0,0,0,0,T-28,England,ENG,3,0,3,1,0,0,0,0,0,0,2019,quarter-final,not applicable,0,1,2019-06-27,L
M-2019-46,WC-2019,T-30,France,FRA,1,2,-1,0,0,1,0,0,0,0,T-83,United States,USA,2,1,1,1,0,0,0,0,0,0,2019,quarter-final,not applicable,0,1,2019-06-28,L
M-2019-47,WC-2019,T-41,Italy,ITA,0,2,-2,0,0,1,0,0,0,0,T-48,Netherlands,NLD,2,0,2,1,0,0,0,0,0,0,2019,quarter-final,not applicable,0,1,2019-06-29,L
M-2019-48,WC-2019,T-31,Germany,DEU,1,2,-1,0,0,1,0,0,0,0,T-74,Sweden,SWE,2,1,1,1,0,0,0,0,0,0,2019,quarter-final,not applicable,0,1,2019-06-29,L
M-2019-49,WC-2019,T-28,England,ENG,1,2,-1,0,0,1,0,0,0,0,T-83,United States,USA,2,1,1,1,0,0,0,0,0,0,2019,semi-final,not applicable,0,1,2019-07-02,L
M-2019-50,WC-2019,T-48,Netherlands,NLD,1,0,1,1,0,0,1,0,0,0,T-74,Sweden,SWE,0,1,-1,0,0,1,1,0,0,0,2019,semi-final,not applicable,0,1,2019-07-03,W
M-2019-51,WC-2019,T-28,England,ENG,1,2,-1,0,0,1,0,0,0,0,T-74,Sweden,SWE,2,1,1,1,0,0,0,0,0,0,2019,third-place match,not applicable,0,1,2019-07-06,L
M-2019-52,WC-2019,T-83,United States,USA,2,0,2,1,0,0,0,0,0,0,T-48,Netherlands,NLD,0,2,-2,0,0,1,0,0,0,0,2019,final,not applicable,0,1,2019-07-07,W
M-2022-01,WC-2022,T-59,Qatar,QAT,0,2,-2,0,0,1,0,0,0,0,T-25,Ecuador,ECU,2,0,2,1,0,0,0,0,0,0,2022,group stage,Group A,1,0,2022-11-20,L
M-2022-02,WC-2022,T-28,England,ENG,6,2,4,1,0,0,0,0,0,0,T-38,Iran,IRN,2,6,-4,0,0,1,0,0,0,0,2022,group stage,Group B,1,0,2022-11-21,W
M-2022-03,WC-2022,T-65,Senegal,SEN,0,2,-2,0,0,1,0,0,0,0,T-48,Netherlands,NLD,2,0,2,1,0,0,0,0,0,0,2022,group stage,Group A,1,0,2022-11-21,L
M-2022-04,WC-2022,T-83,United States,USA,1,1,0,0,1,0,0,0,0,0,T-85,Wales,WAL,1,1,0,0,1,0,0,0,0,0,2022,group stage,Group B,1,0,2022-11-21,D
M-2022-05,WC-2022,T-03,Argentina,ARG,1,2,-1,0,0,1,0,0,0,0,T-63,Saudi Arabia,SAU,2,1,1,1,0,0,0,0,0,0,2022,group stage,Group C,1,0,2022-11-22,L
M-2022-06,WC-2022,T-22,Denmark,DNK,0,0,0,0,1,0,0,0,0,0,T-79,Tunisia,TUN,0,0,0,0,1,0,0,0,0,0,2022,group stage,Group D,1,0,2022-11-22,D
M-2022-07,WC-2022,T-46,Mexico,MEX,0,0,0,0,1,0,0,0,0,0,T-57,Poland,POL,0,0,0,0,1,0,0,0,0,0,2022,group stage,Group C,1,0,2022-11-22,D
M-2022-08,WC-2022,T-30,France,FRA,4,1,3,1,0,0,0,0,0,0,T-04,Australia,AUS,1,4,-3,0,0,1,0,0,0,0,2022,group stage,Group D,1,0,2022-11-22,W
M-2022-09,WC-2022,T-47,Morocco,MAR,0,0,0,0,1,0,0,0,0,0,T-18,Croatia,HRV,0,0,0,0,1,0,0,0,0,0,2022,group stage,Group F,1,0,2022-11-23,D
M-2022-10,WC-2022,T-31,Germany,DEU,1,2,-1,0,0,1,0,0,0,0,T-44,Japan,JPN,2,1,1,1,0,0,0,0,0,0,2022,group stage,Group E,1,0,2022-11-23,L
M-2022-11,WC-2022,T-73,Spain,ESP,7,0,7,1,0,0,0,0,0,0,T-17,Costa Rica,CRI,0,7,-7,0,0,1,0,0,0,0,2022,group stage,Group E,1,0,2022-11-23,W
M-2022-12,WC-2022,T-06,Belgium,BEL,1,0,1,1,0,0,0,0,0,0,T-12,Canada,CAN,0,1,-1,0,0,1,0,0,0,0,2022,group stage,Group F,1,0,2022-11-23,W
M-2022-13,WC-2022,T-75,Switzerland,CHE,1,0,1,1,0,0,0,0,0,0,T-11,Cameroon,CMR,0,1,-1,0,0,1,0,0,0,0,2022,group stage,Group G,1,0,2022-11-24,W
M-2022-14,WC-2022,T-84,Uruguay,URY,0,0,0,0,1,0,0,0,0,0,T-71,South Korea,KOR,0,0,0,0,1,0,0,0,0,0,2022,group stage,Group H,1,0,2022-11-24,D
M-2022-15,WC-2022,T-58,Portugal,PRT,3,2,1,1,0,0,0,0,0,0,T-32,Ghana,GHA,2,3,-1,0,0,1,0,0,0,0,2022,group stage,Group H,1,0,2022-11-24,W
M-2022-16,WC-2022,T-09,Brazil,BRA,2,0,2,1,0,0,0,0,0,0,T-66,Serbia,SRB,0,2,-2,0,0,1,0,0,0,0,2022,group stage,Group G,1,0,2022-11-24,W
M-2022-17,WC-2022,T-85,Wales,WAL,0,2,-2,0,0,1,0,0,0,0,T-38,Iran,IRN,2,0,2,1,0,0,0,0,0,0,2022,group stage,Group B,1,0,2022-11-25,L
M-2022-18,WC-2022,T-59,Qatar,QAT,1,3,-2,0,0,1,0,0,0,0,T-65,Senegal,SEN,3,1,2,1,0,0,0,0,0,0,2022,group stage,Group A,1,0,2022-11-25,L
M-2022-19,WC-2022,T-48,Netherlands,NLD,1,1,0,0,1,0,0,0,0,0,T-25,Ecuador,ECU,1,1,0,0,1,0,0,0,0,0,2022,group stage,Group A,1,0,2022-11-25,D
M-2022-20,WC-2022,T-28,England,ENG,0,0,0,0,1,0,0,0,0,0,T-83,United States,USA,0,0,0,0,1,0,0,0,0,0,2022,group stage,Group B,1,0,2022-11-25,D
M-2022-21,WC-2022,T-79,Tunisia,TUN,0,1,-1,0,0,1,0,0,0,0,T-04,Australia,AUS,1,0,1,1,0,0,0,0,0,0,2022,group stage,Group D,1,0,2022-11-26,L
M-2022-22,WC-2022,T-57,Poland,POL,2,0,2,1,0,0,0,0,0,0,T-63,Saudi Arabia,SAU,0,2,-2,0,0,1,0,0,0,0,2022,group stage,Group C,1,0,2022-11-26,W
M-2022-23,WC-2022,T-30,France,FRA,2,1,1,1,0,0,0,0,0,0,T-22,Denmark,DNK,1,2,-1,0,0,1,0,0,0,0,2022,group stage,Group D,1,0,2022-11-26,W
M-2022-24,WC-2022,T-03,Argentina,ARG,2,0,2,1,0,0,0,0,0,0,T-46,Mexico,MEX,0,2,-2,0,0,1,0,0,0,0,2022,group stage,Group C,1,0,2022-11-26,W
M-2022-25,WC-2022,T-44,Japan,JPN,0,1,-1,0,0,1,0,0,0,0,T-17,Costa Rica,CRI,1,0,1,1,0,0,0,0,0,0,2022,group stage,Group E,1,0,2022-11-27,L
M-2022-26,WC-2022,T-06,Belgium,BEL,0,2,-2,0,0,1,0,0,0,0,T-47,Morocco,MAR,2,0,2,1,0,0,0,0,0,0,2022,group stage,Group F,1,0,2022-11-27,L
M-2022-27,WC-2022,T-18,Croatia,HRV,4,1,3,1,0,0,0,0,0,0,T-12,Canada,CAN,1,4,-3,0,0,1,0,0,0,0,2022,group stage,Group F,1,0,2022-11-27,W
M-2022-28,WC-2022,T-73,Spain,ESP,1,1,0,0,1,0,0,0,0,0,T-31,Germany,DEU,1,1,0,0,1,0,0,0,0,0,2022,group stage,Group E,1,0,2022-11-27,D
M-2022-29,WC-2022,T-11,Cameroon,CMR,3,3,0,0,1,0,0,0,0,0,T-66,Serbia,SRB,3,3,0,0,1,0,0,0,0,0,2022,group stage,Group G,1,0,2022-11-28,D
M-2022-30,WC-2022,T-71,South Korea,KOR,2,3,-1,0,0,1,0,0,0,0,T-32,Ghana,GHA,3,2,1,1,0,0,0,0,0,0,2022,group stage,Group H,1,0,2022-11-28,L
M-2022-31,WC-2022,T-09,Brazil,BRA,1,0,1,1,0,0,0,0,0,0,T-75,Switzerland,CHE,0,1,-1,0,0,1,0,0,0,0,2022,group stage,Group G,1,0,2022-11-28,W
M-2022-32,WC-2022,T-58,Portugal,PRT,2,0,2,1,0,0,0,0,0,0,T-84,Uruguay,URY,0,2,-2,0,0,1,0,0,0,0,2022,group stage,Group H,1,0,2022-11-28,W
M-2022-33,WC-2022,T-25,Ecuador,ECU,1,2,-1,0,0,1,0,0,0,0,T-65,Senegal,SEN,2,1,1,1,0,0,0,0,0,0,2022,group stage,Group A,1,0,2022-11-29,L
M-2022-34,WC-2022,T-48,Netherlands,NLD,2,0,2,1,0,0,0,0,0,0,T-59,Qatar,QAT,0,2,-2,0,0,1,0,0,0,0,2022,group stage,Group A,1,0,2022-11-29,W
M-2022-35,WC-2022,T-38,Iran,IRN,0,1,-1,0,0,1,0,0,0,0,T-83,United States,USA,1,0,1,1,0,0,0,0,0,0,2022,group stage,Group B,1,0,2022-11-29,L
M-2022-36,WC-2022,T-85,Wales,WAL,0,3,-3,0,0,1,0,0,0,0,T-28,England,ENG,3,0,3,1,0,0,0,0,0,0,2022,group stage,Group B,1,0,2022-11-29,L
M-2022-37,WC-2022,T-04,Australia,AUS,1,0,1,1,0,0,0,0,0,0,T-22,Denmark,DNK,0,1,-1,0,0,1,0,0,0,0,2022,group stage,Group D,1,0,2022-11-30,W
M-2022-38,WC-2022,T-79,Tunisia,TUN,1,0,1,1,0,0,0,0,0,0,T-30,France,FRA,0,1,-1,0,0,1,0,0,0,0,2022,group stage,Group D,1,0,2022-11-30,W
M-2022-39,WC-2022,T-57,Poland,POL,0,2,-2,0,0,1,0,0,0,0,T-03,Argentina,ARG,2,0,2,1,0,0,0,0,0,0,2022,group stage,Group C,1,0,2022-11-30,L
M-2022-40,WC-2022,T-63,Saudi Arabia,SAU,1,2,-1,0,0,1,0,0,0,0,T-46,Mexico,MEX,2,1,1,1,0,0,0,0,0,0,2022,group stage,Group C,1,0,2022-11-30,L
M-2022-41,WC-2022,T-12,Canada,CAN,1,2,-1,0,0,1,0,0,0,0,T-47,Morocco,MAR,2,1,1,1,0,0,0,0,0,0,2022,group stage,Group F,1,0,2022-12-01,L
M-2022-42,WC-2022,T-18,Croatia,HRV,0,0,0,0,1,0,0,0,0,0,T-06,Belgium,BEL,0,0,0,0,1,0,0,0,0,0,2022,group stage,Group F,1,0,2022-12-01,D
M-2022-43,WC-2022,T-17,Costa Rica,CRI,2,4,-2,0,0,1,0,0,0,0,T-31,Germany,DEU,4,2,2,1,0,0,0,0,0,0,2022,group stage,Group E,1,0,2022-12-01,L
M-2022-44,WC-2022,T-44,Japan,JPN,2,1,1,1,0,0,0,0,0,0,T-73,Spain,ESP,1,2,-1,0,0,1,0,0,0,0,2022,group stage,Group E,1,0,2022-12-01,W
M-2022-45,WC-2022,T-32,Ghana,GHA,0,2,-2,0,0,1,0,0,0,0,T-84,Uruguay,URY,2,0,2,1,0,0,0,0,0,0,2022,group stage,Group H,1,0,2022-12-02,L
M-2022-46,WC-2022,T-71,South Korea,KOR,2,1,1,1,0,0,0,0,0,0,T-58,Portugal,PRT,1,2,-1,0,0,1,0,0,0,0,2022,group stage,Group H,1,0,2022-12-02,W
M-2022-47,WC-2022,T-11,Cameroon,CMR,1,0,1,1,0,0,0,0,0,0,T-09,Brazil,BRA,0,1,-1,0,0,1,0,0,0,0,2022,group stage,Group G,1,0,2022-12-02,W
M-2022-48,WC-2022,T-66,Serbia,SRB,2,3,-1,0,0,1,0,0,0,0,T-75,Switzerland,CHE,3,2,1,1,0,0,0,0,0,0,2022,group stage,Group G,1,0,2022-12-02,L
M-2022-49,WC-2022,T-48,Netherlands,NLD,3,1,2,1,0,0,0,0,0,0,T-83,United States,USA,1,3,-2,0,0,1,0,0,0,0,2022,round of 16,not applicable,0,1,2022-12-03,W
M-2022-50,WC-2022,T-03,Argentina,ARG,2,1,1,1,0,0,0,0,0,0,T-04,Australia,AUS,1,2,-1,0,0,1,0,0,0,0,2022,round of 16,not applicable,0,1,2022-12-03,W
M-2022-51,WC-2022,T-30,France,FRA,3,1,2,1,0,0,0,0,0,0,T-57,Poland,POL,1,3,-2,0,0,1,0,0,0,0,2022,round of 16,not applicable,0,1,2022-12-04,W
M-2022-52,WC-2022,T-28,England,ENG,3,0,3,1,0,0,0,0,0,0,T-65,Senegal,SEN,0,3,-3,0,0,1,0,0,0,0,2022,round of 16,not applicable,0,1,2022-12-04,W
M-2022-53,WC-2022,T-44,Japan,JPN,1,1,0,0,0,1,1,1,1,3,T-18,Croatia,HRV,1,1,0,1,0,0,1,1,3,1,2022,round of 16,not applicable,0,1,2022-12-05,L
M-2022-54,WC-2022,T-09,Brazil,BRA,4,1,3,1,0,0,0,0,0,0,T-71,South Korea,KOR,1,4,-3,0,0,1,0,0,0,0,2022,round of 16,not applicable,0,1,2022-12-05,W
M-2022-55,WC-2022,T-47,Morocco,MAR,0,0,0,1,0,0,1,1,3,0,T-73,Spain,ESP,0,0,0,0,0,1,1,1,0,3,2022,round of 16,not applicable,0,1,2022-12-06,W
M-2022-56,WC-2022,T-58,Portugal,PRT,6,1,5,1,0,0,0,0,0,0,T-75,Switzerland,CHE,1,6,-5,0,0,1,0,0,0,0,2022,round of 16,not applicable,0,1,2022-12-06,W
M-2022-57,WC-2022,T-18,Croatia,HRV,1,1,0,1,0,0,1,1,4,2,T-09,Brazil,BRA,1,1,0,0,0,1,1,1,2,4,2022,quarter-finals,not applicable,0,1,2022-12-09,W
M-2022-58,WC-2022,T-48,Netherlands,NLD,2,2,0,0,0,1,1,1,3,4,T-03,Argentina,ARG,2,2,0,1,0,0,1,1,4,3,2022,quarter-finals,not applicable,0,1,2022-12-09,L
M-2022-59,WC-2022,T-47,Morocco,MAR,1,0,1,1,0,0,0,0,0,0,T-58,Portugal,PRT,0,1,-1,0,0,1,0,0,0,0,2022,quarter-finals,not applicable,0,1,2022-12-10,W
M-2022-60,WC-2022,T-28,England,ENG,1,2,-1,0,0,1,0,0,0,0,T-30,France,FRA,2,1,1,1,0,0,0,0,0,0,2022,quarter-finals,not applicable,0,1,2022-12-10,L
M-2022-61,WC-2022,T-03,Argentina,ARG,3,0,3,1,0,0,0,0,0,0,T-18,Croatia,HRV,0,3,-3,0,0,1,0,0,0,0,2022,semi-finals,not applicable,0,1,2022-12-13,W
M-2022-62,WC-2022,T-30,France,FRA,2,0,2,1,0,0,0,0,0,0,T-47,Morocco,MAR,0,2,-2,0,0,1,0,0,0,0,2022,semi-finals,not applicable,0,1,2022-12-14,W
M-2022-63,WC-2022,T-18,Croatia,HRV,2,1,1,1,0,0,0,0,0,0,T-47,Morocco,MAR,1,2,-1,0,0,1,0,0,0,0,2022,third-place match,not applicable,0,1,2022-12-17,W
M-2022-64,WC-2022,T-03,Argentina,ARG,3,3,0,1,0,0,1,1,4,2,T-30,France,FRA,3,3,0,0,0,1,1,1,2,4,2022,final,not applicable,0,1,2022-12-18,W
